"Job","Panel","Start time","End time","Time","EndTo1st","EndTo1stEnd","EndTo2nd","EndTo2ndEnd","EndTo3rd","EndTo3rdEnd"
"","1","2024-07-02 19:58:50","2024-07-02 19:58:50","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 19:58:49","2024-07-02 19:59:22","00:00:33","-1","32","","","",""
"","1","2024-07-02 19:58:49","2024-07-02 19:59:22","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 19:59:24","2024-07-02 19:59:24","00:00:00","2","2","","","",""
"","1","2024-07-02 19:59:24","2024-07-02 19:59:24","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 19:59:29","2024-07-02 19:59:53","00:00:24","5","29","","","",""
"","1","2024-07-02 19:59:29","2024-07-02 19:59:53","24"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:00:14","2024-07-02 20:00:14","00:00:00","21","21","","","",""
"","1","2024-07-02 20:00:14","2024-07-02 20:00:14","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:00:12","2024-07-02 20:00:40","00:00:28","-2","26","","","",""
"","1","2024-07-02 20:00:12","2024-07-02 20:00:40","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:00:47","2024-07-02 20:00:47","00:00:00","7","7","","","",""
"","1","2024-07-02 20:00:47","2024-07-02 20:00:47","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:00:47","2024-07-02 20:01:14","00:00:27","0","27","","","",""
"","1","2024-07-02 20:00:47","2024-07-02 20:01:14","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 20:01:21","2024-07-02 20:01:55","00:00:34","7","7","41","41","",""
"","1","2024-07-02 20:01:21","2024-07-02 20:01:21","0"
"","2","2024-07-02 20:01:55","2024-07-02 20:01:55","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:01:21","2024-07-02 20:01:56","00:00:35","-34","1","","","",""
"","1","2024-07-02 20:01:21","2024-07-02 20:01:56","35"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:02:16","2024-07-02 20:02:16","00:00:00","20","20","","","",""
"","1","2024-07-02 20:02:16","2024-07-02 20:02:16","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 20:02:02","2024-07-02 20:03:04","00:01:02","-14","14","20","48","",""
"","1","2024-07-02 20:02:02","2024-07-02 20:02:30","28"
"","2","2024-07-02 20:02:36","2024-07-02 20:03:04","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:03:11","2024-07-02 20:03:11","00:00:00","7","7","","","",""
"","1","2024-07-02 20:03:11","2024-07-02 20:03:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:03:10","2024-07-02 20:03:37","00:00:27","-1","26","","","",""
"","1","2024-07-02 20:03:10","2024-07-02 20:03:37","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:03:45","2024-07-02 20:03:45","00:00:00","8","8","","","",""
"","1","2024-07-02 20:03:45","2024-07-02 20:03:45","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:03:44","2024-07-02 20:04:11","00:00:27","-1","26","","","",""
"","1","2024-07-02 20:03:44","2024-07-02 20:04:11","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:04:31","2024-07-02 20:04:31","00:00:00","20","20","","","",""
"","1","2024-07-02 20:04:31","2024-07-02 20:04:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:04:29","2024-07-02 20:04:55","00:00:26","-2","24","","","",""
"","1","2024-07-02 20:04:29","2024-07-02 20:04:55","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:05:04","2024-07-02 20:05:04","00:00:00","9","9","","","",""
"","1","2024-07-02 20:05:04","2024-07-02 20:05:04","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:05:03","2024-07-02 20:05:35","00:00:32","-1","31","","","",""
"","1","2024-07-02 20:05:03","2024-07-02 20:05:35","32"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:05:44","2024-07-02 20:05:44","00:00:00","9","9","","","",""
"","1","2024-07-02 20:05:44","2024-07-02 20:05:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:05:42","2024-07-02 20:06:07","00:00:25","-2","23","","","",""
"","1","2024-07-02 20:05:42","2024-07-02 20:06:07","25"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:06:23","2024-07-02 20:06:23","00:00:00","16","16","","","",""
"","1","2024-07-02 20:06:23","2024-07-02 20:06:23","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:06:14","2024-07-02 20:06:41","00:00:27","-9","18","","","",""
"","1","2024-07-02 20:06:14","2024-07-02 20:06:41","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:07:04","2024-07-02 20:07:04","00:00:00","23","23","","","",""
"","1","2024-07-02 20:07:04","2024-07-02 20:07:04","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:06:51","2024-07-02 20:07:18","00:00:27","-13","14","","","",""
"","1","2024-07-02 20:06:51","2024-07-02 20:07:18","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:07:45","2024-07-02 20:07:45","00:00:00","27","27","","","",""
"","1","2024-07-02 20:07:45","2024-07-02 20:07:45","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:07:52","2024-07-02 20:08:20","00:00:28","7","35","","","",""
"","1","2024-07-02 20:07:52","2024-07-02 20:08:20","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:08:26","2024-07-02 20:08:26","00:00:00","6","6","","","",""
"","1","2024-07-02 20:08:26","2024-07-02 20:08:26","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:08:36","2024-07-02 20:09:03","00:00:27","10","37","","","",""
"","1","2024-07-02 20:08:36","2024-07-02 20:09:03","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:09:10","2024-07-02 20:09:10","00:00:00","7","7","","","",""
"","1","2024-07-02 20:09:10","2024-07-02 20:09:10","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:09:15","2024-07-02 20:09:41","00:00:26","5","31","","","",""
"","1","2024-07-02 20:09:15","2024-07-02 20:09:41","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:09:49","2024-07-02 20:09:49","00:00:00","8","8","","","",""
"","1","2024-07-02 20:09:49","2024-07-02 20:09:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:09:48","2024-07-02 20:10:20","00:00:32","-1","31","","","",""
"","1","2024-07-02 20:09:48","2024-07-02 20:10:20","32"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:10:31","2024-07-02 20:10:31","00:00:00","11","11","","","",""
"","1","2024-07-02 20:10:31","2024-07-02 20:10:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:10:27","2024-07-02 20:10:54","00:00:27","-4","23","","","",""
"","1","2024-07-02 20:10:27","2024-07-02 20:10:54","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:14:26","2024-07-02 20:14:26","00:00:00","212","212","","","",""
"","1","2024-07-02 20:14:26","2024-07-02 20:14:26","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:14:13","2024-07-02 20:14:40","00:00:27","-13","14","","","",""
"","1","2024-07-02 20:14:13","2024-07-02 20:14:40","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:15:07","2024-07-02 20:15:07","00:00:00","27","27","","","",""
"","1","2024-07-02 20:15:07","2024-07-02 20:15:07","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:14:54","2024-07-02 20:15:22","00:00:28","-13","15","","","",""
"","1","2024-07-02 20:14:54","2024-07-02 20:15:22","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:15:48","2024-07-02 20:15:48","00:00:00","26","26","","","",""
"","1","2024-07-02 20:15:48","2024-07-02 20:15:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:15:35","2024-07-02 20:16:01","00:00:26","-13","13","","","",""
"","1","2024-07-02 20:15:35","2024-07-02 20:16:01","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:16:36","2024-07-02 20:16:36","00:00:00","35","35","","","",""
"","1","2024-07-02 20:16:36","2024-07-02 20:16:36","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:16:23","2024-07-02 20:16:50","00:00:27","-13","14","","","",""
"","1","2024-07-02 20:16:23","2024-07-02 20:16:50","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:17:13","2024-07-02 20:17:13","00:00:00","23","23","","","",""
"","1","2024-07-02 20:17:13","2024-07-02 20:17:13","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 20:16:59","2024-07-02 20:19:06","00:02:07","-14","13","79","113","",""
"","1","2024-07-02 20:16:59","2024-07-02 20:17:26","27"
"","2","2024-07-02 20:18:32","2024-07-02 20:19:06","34"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 20:19:09","2024-07-02 20:19:30","00:00:21","3","3","24","24","",""
"","1","2024-07-02 20:19:09","2024-07-02 20:19:09","0"
"","2","2024-07-02 20:19:30","2024-07-02 20:19:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:19:12","2024-07-02 20:19:40","00:00:28","-18","10","","","",""
"","1","2024-07-02 20:19:12","2024-07-02 20:19:40","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:19:59","2024-07-02 20:19:59","00:00:00","19","19","","","",""
"","1","2024-07-02 20:19:59","2024-07-02 20:19:59","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:19:46","2024-07-02 20:20:14","00:00:28","-13","15","","","",""
"","1","2024-07-02 20:19:46","2024-07-02 20:20:14","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:20:39","2024-07-02 20:20:39","00:00:00","25","25","","","",""
"","1","2024-07-02 20:20:39","2024-07-02 20:20:39","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 20:20:20","2024-07-02 20:21:19","00:00:59","-19","8","16","40","",""
"","1","2024-07-02 20:20:20","2024-07-02 20:20:47","27"
"","2","2024-07-02 20:20:55","2024-07-02 20:21:19","24"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:21:27","2024-07-02 20:21:27","00:00:00","8","8","","","",""
"","1","2024-07-02 20:21:27","2024-07-02 20:21:27","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:21:26","2024-07-02 20:21:53","00:00:27","-1","26","","","",""
"","1","2024-07-02 20:21:26","2024-07-02 20:21:53","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:22:03","2024-07-02 20:22:03","00:00:00","10","10","","","",""
"","1","2024-07-02 20:22:03","2024-07-02 20:22:03","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:21:59","2024-07-02 20:22:32","00:00:33","-4","29","","","",""
"","1","2024-07-02 20:21:59","2024-07-02 20:22:32","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:22:44","2024-07-02 20:22:44","00:00:00","12","12","","","",""
"","1","2024-07-02 20:22:44","2024-07-02 20:22:44","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:22:39","2024-07-02 20:23:06","00:00:27","-5","22","","","",""
"","1","2024-07-02 20:22:39","2024-07-02 20:23:06","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:23:24","2024-07-02 20:23:24","00:00:00","18","18","","","",""
"","1","2024-07-02 20:23:24","2024-07-02 20:23:24","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:23:13","2024-07-02 20:23:40","00:00:27","-11","16","","","",""
"","1","2024-07-02 20:23:13","2024-07-02 20:23:40","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:24:05","2024-07-02 20:24:05","00:00:00","25","25","","","",""
"","1","2024-07-02 20:24:05","2024-07-02 20:24:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:24:14","2024-07-02 20:24:41","00:00:27","9","36","","","",""
"","1","2024-07-02 20:24:14","2024-07-02 20:24:41","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:24:59","2024-07-02 20:24:59","00:00:00","18","18","","","",""
"","1","2024-07-02 20:24:59","2024-07-02 20:24:59","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:24:48","2024-07-02 20:25:16","00:00:28","-11","17","","","",""
"","1","2024-07-02 20:24:48","2024-07-02 20:25:16","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 20:25:32","2024-07-02 20:25:32","00:00:00","16","16","","","",""
"","1","2024-07-02 20:25:32","2024-07-02 20:25:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 20:25:39","2024-07-02 20:26:05","00:00:26","7","33","","","",""
"","1","2024-07-02 20:25:39","2024-07-02 20:26:05","26"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 20:26:13","2024-07-02 21:05:15","00:39:02","8","8","2349","2350","",""
"","1","2024-07-02 20:26:13","2024-07-02 20:26:13","0"
"","2","2024-07-02 21:05:14","2024-07-02 21:05:15","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:05:20","2024-07-02 21:05:47","00:00:27","5","32","","","",""
"","1","2024-07-02 21:05:20","2024-07-02 21:05:47","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:05:55","2024-07-02 21:05:55","00:00:00","8","8","","","",""
"","1","2024-07-02 21:05:55","2024-07-02 21:05:55","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:05:54","2024-07-02 21:06:25","00:00:31","-1","30","","","",""
"","1","2024-07-02 21:05:54","2024-07-02 21:06:25","31"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 21:06:27","2024-07-02 21:06:48","00:00:21","2","2","23","23","",""
"","1","2024-07-02 21:06:27","2024-07-02 21:06:27","0"
"","2","2024-07-02 21:06:48","2024-07-02 21:06:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:06:32","2024-07-02 21:06:59","00:00:27","-16","11","","","",""
"","1","2024-07-02 21:06:32","2024-07-02 21:06:59","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:07:17","2024-07-02 21:07:17","00:00:00","18","18","","","",""
"","1","2024-07-02 21:07:17","2024-07-02 21:07:17","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:07:06","2024-07-02 21:07:33","00:00:27","-11","16","","","",""
"","1","2024-07-02 21:07:06","2024-07-02 21:07:33","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:07:57","2024-07-02 21:07:57","00:00:00","24","24","","","",""
"","1","2024-07-02 21:07:57","2024-07-02 21:07:57","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:07:40","2024-07-02 21:08:08","00:00:28","-17","11","","","",""
"","1","2024-07-02 21:07:40","2024-07-02 21:08:08","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:08:21","2024-07-02 21:08:21","00:00:00","13","13","","","",""
"","1","2024-07-02 21:08:21","2024-07-02 21:08:21","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:08:15","2024-07-02 21:08:41","00:00:26","-6","20","","","",""
"","1","2024-07-02 21:08:15","2024-07-02 21:08:41","26"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 21:08:43","2024-07-02 21:09:18","00:00:35","2","2","37","37","",""
"","1","2024-07-02 21:08:43","2024-07-02 21:08:43","0"
"","2","2024-07-02 21:09:18","2024-07-02 21:09:18","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:08:58","2024-07-02 21:09:57","00:00:59","-20","4","12","39","",""
"","1","2024-07-02 21:08:58","2024-07-02 21:09:22","24"
"","2","2024-07-02 21:09:30","2024-07-02 21:09:57","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 21:10:06","2024-07-02 21:10:47","00:00:41","9","9","50","50","",""
"","1","2024-07-02 21:10:06","2024-07-02 21:10:06","0"
"","2","2024-07-02 21:10:47","2024-07-02 21:10:47","0"
"ECH3ESN00003 T&B T A1-LCR","3","2024-07-02 21:10:19","2024-07-02 21:12:00","00:01:41","-28","5","12","39","45","73"
"","1","2024-07-02 21:10:19","2024-07-02 21:10:52","33"
"","2","2024-07-02 21:10:59","2024-07-02 21:11:26","27"
"","3","2024-07-02 21:11:32","2024-07-02 21:12:00","28"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 21:12:07","2024-07-02 21:12:29","00:00:22","7","7","29","29","",""
"","1","2024-07-02 21:12:07","2024-07-02 21:12:07","0"
"","2","2024-07-02 21:12:29","2024-07-02 21:12:29","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:12:09","2024-07-02 21:13:18","00:01:09","-20","7","22","49","",""
"","1","2024-07-02 21:12:09","2024-07-02 21:12:36","27"
"","2","2024-07-02 21:12:51","2024-07-02 21:13:18","27"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 21:13:25","2024-07-02 21:13:48","00:00:23","7","7","29","30","",""
"","1","2024-07-02 21:13:25","2024-07-02 21:13:25","0"
"","2","2024-07-02 21:13:47","2024-07-02 21:13:48","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:13:34","2024-07-02 21:14:01","00:00:27","-14","13","","","",""
"","1","2024-07-02 21:13:34","2024-07-02 21:14:01","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:14:32","2024-07-02 21:14:32","00:00:00","31","31","","","",""
"","1","2024-07-02 21:14:32","2024-07-02 21:14:32","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:14:30","2024-07-02 21:15:39","00:01:09","-2","33","40","67","",""
"","1","2024-07-02 21:14:30","2024-07-02 21:15:05","35"
"","2","2024-07-02 21:15:12","2024-07-02 21:15:39","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:15:58","2024-07-02 21:15:58","00:00:00","19","19","","","",""
"","1","2024-07-02 21:15:58","2024-07-02 21:15:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:15:46","2024-07-02 21:16:14","00:00:28","-12","16","","","",""
"","1","2024-07-02 21:15:46","2024-07-02 21:16:14","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:16:39","2024-07-02 21:16:40","00:00:01","25","26","","","",""
"","1","2024-07-02 21:16:39","2024-07-02 21:16:40","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:16:25","2024-07-02 21:16:53","00:00:28","-15","13","","","",""
"","1","2024-07-02 21:16:25","2024-07-02 21:16:53","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:17:25","2024-07-02 21:17:25","00:00:00","32","32","","","",""
"","1","2024-07-02 21:17:25","2024-07-02 21:17:25","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:17:12","2024-07-02 21:17:39","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:17:12","2024-07-02 21:17:39","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:18:05","2024-07-02 21:18:05","00:00:00","26","26","","","",""
"","1","2024-07-02 21:18:05","2024-07-02 21:18:05","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:17:52","2024-07-02 21:18:19","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:17:52","2024-07-02 21:18:19","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:18:46","2024-07-02 21:18:46","00:00:00","27","27","","","",""
"","1","2024-07-02 21:18:46","2024-07-02 21:18:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:18:33","2024-07-02 21:19:00","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:18:33","2024-07-02 21:19:00","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:19:27","2024-07-02 21:19:27","00:00:00","27","27","","","",""
"","1","2024-07-02 21:19:27","2024-07-02 21:19:27","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:19:13","2024-07-02 21:19:47","00:00:34","-14","20","","","",""
"","1","2024-07-02 21:19:13","2024-07-02 21:19:47","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:20:11","2024-07-02 21:20:11","00:00:00","24","24","","","",""
"","1","2024-07-02 21:20:11","2024-07-02 21:20:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:19:58","2024-07-02 21:20:25","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:19:58","2024-07-02 21:20:25","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:20:52","2024-07-02 21:20:52","00:00:00","27","27","","","",""
"","1","2024-07-02 21:20:52","2024-07-02 21:20:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:20:38","2024-07-02 21:21:04","00:00:26","-14","12","","","",""
"","1","2024-07-02 21:20:38","2024-07-02 21:21:04","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:21:31","2024-07-02 21:21:31","00:00:00","27","27","","","",""
"","1","2024-07-02 21:21:31","2024-07-02 21:21:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:21:17","2024-07-02 21:21:45","00:00:28","-14","14","","","",""
"","1","2024-07-02 21:21:17","2024-07-02 21:21:45","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:22:11","2024-07-02 21:22:11","00:00:00","26","26","","","",""
"","1","2024-07-02 21:22:11","2024-07-02 21:22:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:22:06","2024-07-02 21:22:32","00:00:26","-5","21","","","",""
"","1","2024-07-02 21:22:06","2024-07-02 21:22:32","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:22:52","2024-07-02 21:22:52","00:00:00","20","20","","","",""
"","1","2024-07-02 21:22:52","2024-07-02 21:22:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:22:39","2024-07-02 21:23:06","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:22:39","2024-07-02 21:23:06","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:23:33","2024-07-02 21:23:33","00:00:00","27","27","","","",""
"","1","2024-07-02 21:23:33","2024-07-02 21:23:33","0"
"ECH3ESN00003 T&B T A1-LCR","3","2024-07-02 21:23:19","2024-07-02 21:27:21","00:04:02","-14","13","160","194","201","228"
"","1","2024-07-02 21:23:19","2024-07-02 21:23:46","27"
"","2","2024-07-02 21:26:13","2024-07-02 21:26:47","34"
"","3","2024-07-02 21:26:54","2024-07-02 21:27:21","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:27:38","2024-07-02 21:27:39","00:00:01","17","18","","","",""
"","1","2024-07-02 21:27:38","2024-07-02 21:27:39","1"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:27:28","2024-07-02 21:27:55","00:00:27","-11","16","","","",""
"","1","2024-07-02 21:27:28","2024-07-02 21:27:55","27"
"ECH3ESN00003 T&B B A1-LCR","5","2024-07-02 21:28:00","2024-07-02 21:29:25","00:01:25","5","5","26","26","48","48"
"","1","2024-07-02 21:28:00","2024-07-02 21:28:00","0"
"","2","2024-07-02 21:28:21","2024-07-02 21:28:21","0"
"","3","2024-07-02 21:28:43","2024-07-02 21:28:43","0"
"","4","2024-07-02 21:29:04","2024-07-02 21:29:04","0"
"","5","2024-07-02 21:29:25","2024-07-02 21:29:25","0"
"ECH3ESN00003 T&B T A1-LCR","7","2024-07-02 21:30:33","2024-07-02 21:34:34","00:04:01","68","96","103","130","140","167"
"","1","2024-07-02 21:30:33","2024-07-02 21:31:01","28"
"","2","2024-07-02 21:31:08","2024-07-02 21:31:35","27"
"","3","2024-07-02 21:31:45","2024-07-02 21:32:12","27"
"","4","2024-07-02 21:32:19","2024-07-02 21:32:52","33"
"","5","2024-07-02 21:32:59","2024-07-02 21:33:26","27"
"","6","2024-07-02 21:33:33","2024-07-02 21:34:00","27"
"","7","2024-07-02 21:34:07","2024-07-02 21:34:34","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:35:28","2024-07-02 21:35:28","00:00:00","54","54","","","",""
"","1","2024-07-02 21:35:28","2024-07-02 21:35:28","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:35:10","2024-07-02 21:35:37","00:00:27","-18","9","","","",""
"","1","2024-07-02 21:35:10","2024-07-02 21:35:37","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:36:00","2024-07-02 21:36:01","00:00:01","23","24","","","",""
"","1","2024-07-02 21:36:00","2024-07-02 21:36:01","1"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:35:44","2024-07-02 21:36:43","00:00:59","-17","8","15","42","",""
"","1","2024-07-02 21:35:44","2024-07-02 21:36:09","25"
"","2","2024-07-02 21:36:16","2024-07-02 21:36:43","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:36:51","2024-07-02 21:36:51","00:00:00","8","8","","","",""
"","1","2024-07-02 21:36:51","2024-07-02 21:36:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:36:50","2024-07-02 21:37:23","00:00:33","-1","32","","","",""
"","1","2024-07-02 21:36:50","2024-07-02 21:37:23","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:37:26","2024-07-02 21:37:26","00:00:00","3","3","","","",""
"","1","2024-07-02 21:37:26","2024-07-02 21:37:26","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:37:30","2024-07-02 21:37:57","00:00:27","4","31","","","",""
"","1","2024-07-02 21:37:30","2024-07-02 21:37:57","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:38:11","2024-07-02 21:38:11","00:00:00","14","14","","","",""
"","1","2024-07-02 21:38:11","2024-07-02 21:38:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:38:04","2024-07-02 21:38:31","00:00:27","-7","20","","","",""
"","1","2024-07-02 21:38:04","2024-07-02 21:38:31","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:38:52","2024-07-02 21:38:52","00:00:00","21","21","","","",""
"","1","2024-07-02 21:38:52","2024-07-02 21:38:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:38:39","2024-07-02 21:39:07","00:00:28","-13","15","","","",""
"","1","2024-07-02 21:38:39","2024-07-02 21:39:07","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:39:32","2024-07-02 21:39:32","00:00:00","25","25","","","",""
"","1","2024-07-02 21:39:32","2024-07-02 21:39:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:39:19","2024-07-02 21:39:46","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:39:19","2024-07-02 21:39:46","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:40:19","2024-07-02 21:40:19","00:00:00","33","33","","","",""
"","1","2024-07-02 21:40:19","2024-07-02 21:40:19","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:40:05","2024-07-02 21:40:32","00:00:27","-14","13","","","",""
